Clothing ID,Review Text
861,T.la got it right this time. love the fabric. the color is perfect for summer and the color is a great shade of green. exactly as pictured. the left side has a slight cut with silver buttons. exactly as it looks on line. i certainly recommend this top. love it.
861,"This is an adorable basic & i should have been wearing it once a week this summer, but instead the fabric developed noticeable holes after the very first wear. this brand makes some of the softest, cutest tees, but unfortunately more often than not are unwearable after the first or second wash. i wash on gentle & hang dry. not worth the cost."
861,"I love the cut and ""swing"" of this tee. the royal blue is very saturated and pretty."
861,"This brand always makes the softest tees, and so i buy several each season. when i saw this one online, i worried that it might be too long for my short waist, but i decided to order it anyway. success! i ordered my usual size m (for knit tops - 10/12 in fitted ones), and the length was perfect due to the buttons on the side.
fyi: short waist, broad shoulders/back, 36c - i carry my weight in the middle, since i virtually do not have a waistline. so a longer, boxy tee will emphasize the parts of"
861,I took this too to the register thinking it was marked down to same price as another tee by the same brand. it wasn't so i ended up paying way too much for a thin tee. will probably return.
861,"This is a cute top, but not worth the price in my opinion. i love the colors, pattern and soft material used. however, the fabric is quite thin and just not worth paying $58."
861,"I feel the same way about this shirt as i do about the sungarden tee. it's a lovely pattern and i like the fit (it's not clingy), but it's a bit see-though. it's not as bad as the other tee, but no contrasting or patterned bras can be worn with this shirt (unless that's your thing). that said, i'm happy with it because it's a soft and pretty shirt that will get a lot of wear in warm weather. i am very glad i got it on sale though. i wouldn't have paid full price for it."
861,
861,I did size up on this one. it came in and it was too snug for a loose shirt. i sized up and i love it now. i went to the store and bought it in white and black. i sized up in the white but not the black. you may want to try them on before purchasing them. i want more.
861,I really liked this tshirt but unfortunately the v-neck is just too low for my taste. it fits really loose and even buying the xxs i just felt it would stretch out and be even bigger. really cute style just not sure it's worth the price. great colors though.
861,"I love the fit and the color. i would buy this t-shirt again in other patterns and colors. the fabric is thin and lightweight, but i knew that when i bought it. ( apparently, nothing this is a problem for some others.) i do choose to wear a camisole or a tank top underneath it. to preserve the fabric, i hang dry after laundering. the colors have not faded, and the fabric is holding up well. i am 5'4"", weigh 134 lbs, and do typically wear size medium."
861,I bought this tee in purple. went back the next day and purchased the peach! this is a classic tee with a girly twist! cute with jeans and a jean jacket!
861,"I now own this shirt in 4 different styles. although i don't expect it to last forever, thus far, they wash really well given how thin they are and light weight. i love the simple cut, and how good they look dressed up or down. it is so hard to find comfy tees, and this one fits the bill! my only wish is that they sold it in solid print colors like white and black. then i would own 6 ;)"
861,"I saw this tee and was unsure about the print, but decided to give it a try. i'm glad i did, as it has become a weekend staple."
861,
861,Got a ton of compliments.  great tee with beautiful print.
861,
861,"This top was very pretty when i got it, but i was hoping it would be a bit longer. the v neck design was nice, and the fabric very soft. i liked that a simple t shirt was so feminine."
861,"I bought this top in the blue motif and loved it so so very much until i washed it. it came out of the wash (delicate/cold cycle) with 3 small holes. i am devastated because it was destined to be my favorite top for summer. it is flattering, lightweight, gorgeous color, cool raw edges, v-back detail...i could go on and on about all the things i love about this top, but now it has holes after one washing so it's all for naught. do-over please with better fabric qa."
861,"Fit is okay, the style of the shirt and the purple flowers are beautiful!"
861,"I purchased this shirt with the purple colored flowers. while the cut is fine, the quality of the fabric is not great so the shirt is very see-through. will be returning it."
861,Great shirt.  love the detail in back.  feminine and different than the average t
861,"Wish i'd noticed that the sleeve cuff and hem were 'cut' to look hippie-casual. i'm taking this back with great regret. it's soft and the prettiest pale lime-sherbet color; made for a cool summer look. i don't like 'tattered,' though - so back it goes. sigh. it's soft, true fit, and beautiful. i'd buy it in many colors and in the lovely lavender print if it wasn't for the 'cuts.'"
861,"Nicer twist on the casual tshirt. soft, comfy. love the purple."
861,"This t-shirt is very casual, so it is perfect for everyday use. 
touch of textile is comfortable, so i feel relaxed whenever wearing this t-shirt. 
although stripe is a simple design, it does not limit your choise of fashion, so it can go with almost anything. 
just be aware that this t-shirt runs a little larger than the true size."
861,I love florals and this top can be worn with jeans and also i have worn it for work. it's very comfortable and light.
861,
861,"I love this tee, i bought it in white and the bright salmon pink and wished i could have bought it in all the colors. the v-neck is low enough to show just a hint of cleavage without being too revealing. the rough edge of the hem is a nice touch. i like the double-v neck in the back as well as front; it adds a little interest to the back and is not too low. the label is sewn on with red thread which shows up on the white color in back but in a nice way. overall the length and cut are just ideal."
861,I like this shirt and think its very feminine.
861,"I am wearing a medium in the photos, my measurements are 38-30-40 for reference."
861,"This top is true to size, although i am a little nervous about washing it... hopefully it won't shrink. it is super think so great for hot days but because it's so thin, i'll be careful. i have white and am def. going to get more colors. i am 5'8'' 128lbs and purchased a small. i think medium might cut to low in the v, but haven't tried it yet, let's just say if it shrinks after washing i will get a medium..."
861,"Very soft and lovely t-shirt. beautiful flowered print and cute detail on neck. i am 140 lbs and 5' 4"" and got a large."
861,"I love this t-shirt because it has the combination of elegance and relazation to a ""t"".
it's soft, pretty and covers my wide bottom well."
861,"I bought this top in 2 colors -- white and light green. i really like them both. the shirt is a nice weight and texture and the soft green color is really nice. the fit is true to size. i am 5'-6"" and 145 lbs. and the medium was perfect. i like how the back dips in a slight v as well."
861,"I bought this top about 3 weeks ago& love it! i like it because it's better than a plain t-shirt so it's perfect for running around doing errands or shopping. i like the material and the length, i'm 5'8"" and sometimes i feel like shirts are to short. i wash it and hang it to dry, no shrinking or pilling so far! i am ordering this in at least two more colors!"
861,I think 56 reviews says it all! basic tee with a little tailoring on upper back in a variety of colors. i purchased the purple floral tee in my local store and it is prettier in person than on the website. much more vibrant in color. it is tts.
861,Tts and comfortable. this t shirt brings flair to everyday wear and i purchased on sale for a steal!
861,"I usually wear a small or a medium in tee shirts, and i had to get a medium so that it fit comfortable throughout the shoulder area."
861,"I got this in light green and it's a gorgeous color. first tried a small, but it was a little too wide and long. exchanged for xs, looks great. now i just hope it doesn't shrink too much!"
861,"I tried this shirt in the purple motif, it fit true to size, my normal small worked well. all was good on the front turned around to admire the slight detail of the neckline in the back and all i could see with the red thread the designer used to sew their tag in. really? on a white shirt? it annoyed me so much i didn't buy the shirt."
861,I'm dying for this skirt in the picture. where is it??
861,"I bought one of these tees and i washed it a few times and luckily no holes yet like other reviews have stated. i just got a 2nd tee as they are quite comfy. i bought these both in-store but the petite size might have been better for my frame. i wish retailer would look into having petite sizes available in store and not just online. sometimes i do get lucky on finding petite sizes in-store, but it's usually from a return."
861,"I have been looking for a nice white top to go with many of my skirts for summer, and this is not it. like others, it's just so thin and sheer. i live in the south. i don't need my bra showing and i was wearing a nude bra when i tried this on and you can see everything. this is fine to layer in cooler temps, but now in our horrible summers where that's the last thing i wish to do.

- the only plus i can tell you is it's tts and the fabric is so comfortable and feels great on the skin. however,"
861,"When i walked into the store, this tee instantly caught my eye. it's light weight, not too low cut and longer in the back. great with jeans, skirts or shorts."
861,"I tried both the xs and s in the store. i am usually an xs, but ended up buying the s, because the xs was really short and i didn't want it to be any shorter after washing. the s fit more like a normal t-shirt, although the back is longer. love the color (blue) and the fabric is super soft. also happy that it's not too thin, nor see-through."
861,"I have bought several tees by t.la and this one is really cute. i bought it in the blue stripe size xs. it runs slightly larger than most in that size, but it will probably shrink a little. it's not overly baggy, just comfy fit. i like the colors in this top and will wear it often with shorts or jeans. the fabric is thin so i'm not sure how long it will last, but until then it will be a keeper in my closet!"
861,"Ok ladies....you need to know that this type of fabric is the one that will get holes (i bought the white one). it is super thin and lovely, but i was only able to get two wears out of it. i did wash it and it maintained it's size because i restretched it while wet then hung to dry. i was super disappointed about the wear but appreciated being able to return it without question at my local retailer."
861,The shirt was soft and very flattering on. got multiple compliments.
861,Great basic but with a little something special to it. great t all around!
861,"I got the black in size small. i love this easy, breezy and comfy t. i love that it's different and can wear with anything. the shirt is more flowy vs fitted which i like. i wish they had more colors! i could see myself wearing this shirt a lot this summer. 

i'm a size 2 and bought a small."
861,
861,Love this tshirt! casual but can be dressed up with wedges and a scarf!
861,"I love the cold shoulder trend, and this top seemed to satisfy. i bought it in the blue, which is really more like a very light mint green. however, i think the material is pretty thin (though soft), and the keyhole sleeve area, right by the twist, is not substantial so it looks a little cheap. i ordered the small, but i think i could have definitely sized down to the xs (110 pounds, 32dd). it's very loose fitting but i wouldn't say it looks bad. it's just a very relaxed fit. for the price, thou"
861,"I love this shirt but have 1 issue- that darn pocket. it's so awkward. it even looks awkward on the model. then, i bought another t-shirt by the same company from elsewhere and guess what? same awkward weird floppy pocket. it's so odd, i can't even explain it."
861,I love this t shirt and have not purchased it in all 3 colors. very soft and very flattering!!! i like the longer length as well as the pretty neckline.
861,"This shirt appears nice in the pictures. it appears to have a bit of style. wrong. the shirt is one of the thinnest fabrics i've ever purchased. i live in warmer climate and its nice to have different cotton shirts with some style. this shirt has no style, and i thought it would. i have purchased this brand before, and thought this fabric would be similar. the other shirts were way nicer, softer, and had a different level of construction. i wanted to wear this shirt out and when i put it on it w"
861,"Cute tee shirt but it runs very large.i ordered a small and probably an xxs would have fit.unfortunately i have to return it.for reference i am 5'3"" and 110 lbs."
861,T.la has another winner in my book. i decided on the blue and thrilled with the tee. it's a soft blue almost light periwinkle. fabric isn't so thin so it not see through. thank goodness. i actually love it so much i'm ordering the other color as well. i absolutely would recommend this cute tee. love love t.la.
861,"I love this brand and their different styles of tshirts. extremely soft, washes well and wears well! the shirt runs a bit large and i usually wear a medium, but in this brand i am a extra small or small."
861,"I love this tee, i own it and wear it nearly every other day in black and purple solids and ordered 2 of the prints. wish that the purple/gray floral print would restock since it sold out before i could purchase it. only possible negative is that i am careful not to tumble dry it due to other reviews of its vulnerability to tears or holes. so i hang it up to dry after machine washing. i read that it runs a bit large so i ordered and am thrilled with my medium."
861,This is better than the original tla t shirts from last summer. better quality/not sheer. great fit! i bought both the white and the purple. love tla tees!
861,"This is an oversized tee with a somewhat flattering fit. material is very thin. i ordered white, which was completely see-through. not at all what i was expecting. might work better in a darker color, but i returned it since it was nothing special."
861,Purchased the xs blue. love the fit and light material. perfect casual tee for warm weather. no shrinkage after washing in cold water and minimal wrinkles when hung immediately.
861,T la is such a great brand for t shirts! this one is so soft and comfy and the yellow color is a great neutral yellow.
861,I bought this tee in most of the colors available. that's how much i liked it. it's not tissue thin; it's a good medium weight. it does't hug the body too closely. i am 5'4 and 140 lbs with a little post partum belly and this is a really flattering tee in m.
861,"Easy, breezy comfortable light weight tee"
861,"Incredibly soft, great to dress up or dress down. i must have summer tee."
861,"I picked up this tee in store, where they had a pattern that isn't pictured here (purple floral on a grey background). this is a loose fitting tee, and usually the loose fitting tees i try on at retailer are really unflattering- however, this one fits great and is flattering. the fabric is wrinkle resistant and comfortable. this top will definitely be a staple of my spring and summer wardrobe! considering ordering in other colors.

for reference, i'm 5'5 145lbs, 38-30-40 measurements, 34ddd"
861,"A perfect basic tee!
loved how soft it is. not worth full price, but definitely one to add to your cart once on sale."
861,"I've never bought a tee at full price, in so many colors. i love this tee.it's quite possibly the most perfect fit ever. the material is thick and hangs well without being stiff or bulky. i'm 5'2 -117lbs usually a small petite or 4p but purchased the regular small so i can wear this with skinny or regular jeans. i purchased the purple, navy and black and may go back for the yellow. the white is still a little too sheer fir me otherwise i would have purchased it. wish they had a light grey versio"
861,"I love these t.la tees, and i buy them often. i find them to be very versatile and super soft. i have several colors and they hold up well if you wash and hang dry. i am a small in most retailer tops and these are no exception. they wear well under jean jackets or even a long-sleeve button-down shirt."
861,I got this in the color listed as pink. it's not a usual pink. the fit is good--not too tight and not too loose. the length is good for a tee.
861,"I'm a petite so as usual i have to order from retailer. i saw this on line and tried it on in a regular size in the store. even though of course it didnt fit, the style of the tee was nice so i ordered it. i couldnt have been more disappointed when i received it. the quality was truly awful. i'm not even sure why it is being sold. the neckline was warped and wouldn't lie flat again the neck or chest; the bottom hem was crooked. it was really bad. also having purchased tees in similar material befo"
861,"I ordered the white tee in xs and am returning it. it runs tts & had a good fit but i didn't like the material at all. maybe because it was white, but it was see through & like a tissue tee that i would expect to get little holes in it near the waist. the sleeves are gathered in the center of the sleeve & i didn't like the way that looked."
861,"I love this t-shirt! it is so soft, fits true to size and great with jeans or shorts. i purchased in yellow and plan to purchase other colors!"
861,"I ordered these tees in the navy and pink thinking that it would be a slam dunk given i already bought 3 of the same tees last year. not so. this year's version is much bigger - almost 2 inches wider and about 2 inches longer. there was even a 2 inch difference between the pink and navy version so i have to assume that sizing may vary among different colors. too bad for me - but i did read a review that thought the tees were better this year. i guess we are all different. at 5'7"", 115lbs i prefe"
861,I had high hopes for this cute top but it runs very short. it is not as long as it appears on the model so it looked odd when i put it on. unfortunately it had to go back. bummer cuz it was very cute in the pix!
861,"I fell in love with the color and peplum design of this top online, and decided to order it. the fabric is soft, but strong, and the color is just as pictured. perfect for a casual shopping day or lunch date out with friends."
861,"I absolutely adore this shirt, it is such a comfortable material and goes great with a pair of jeans! i love how it fits tightly in the sleeves and flows out at the bottom just the right amount. i highly recommend adding this to your wardrobe."
861,Love this top! the length is perfect and it is very stylish! hope it will come in other colors because i would buy more!!
861,I'm an employee and bought this top today. i'm so happy i ended up buying it on a whim! it's adorable and super comfy! it's perfect for those jeans and a tee day! i can't wait to wear it to work. the color is gorgeous and the peplum adds a feminine detail without being too puffy...in love!
861,"I love the color (mustard) and design of this shirt! however, the description says it's made of cotton and i was disappointed to find when it arrived that it's actually made of 100% modal ? which is a big difference to me. i also think it runs small ? i ordered a medium (5'5"", 125#, 34c), but would have had to order a large if i wanted the look pictured on the model. finally, the modal fabric is quite thin and i don't imagine it'll last too long without tearing. i'll probably keep it because i l"
861,I seldom take anything but a size m in retailer tops. this m top fits ok but it is a bit sloppy overall. one reviewer says it is 'body skimming' but not on me. i am a true m yet a m seems to fit in the shoulders but overall just too big. i love the fabric and print however i will exchange for a size s if it is available. it does hide the tummy area but ends up looking like a pajama top on me.
861,"Wonderfully soft fabric and gorgeous pattern. the background color is a more standard gray than shows in the on-line photo (which looks more pinkish gray on my screen), but it's just lovely -- looks perfect with jeans or a skirt. i will be wearing this a lot this fall, and will keep a lookout for additional patterns!"
861,"Great tee! the color online is lighter and nicer in my opinion than in reality. it's much darker in real life, but otherwise it's a super soft tee with gently fluttered sleeves and side slits. i bought it in a s and it's roomy without being oversized. great for fall...."
861,"I love the paisley print, very soft and comfy, flutter sleeve look is cute,perfect weekend wear."
861,"This shirt has beautiful colors in it. it goes with burgundy, grey, black, brown, blues, and denim. it's a generous cut, and quite lightweight for fall layering."
861,"T.la makes the best tees. soft feel, sophisticated color layering, and a body skimming shape -- all retained after multiple washings. versatile, too. other tees fade, stretch out, shrink. not t.la. a gem."
861,"This tee is my favorite this year! it just looks great on! not fitted, but not loose either. i love it so much i have it in white, black, pink, light green, gray, slate blue and holly. the holly was my least favorite color (i thought it would look a little 'greener') it is so dark, you almost have to see it in the sunlight to be sure it is green. i ordered it online from the store and i kept it just because...

i love the fact that it can be machine warned and dried without shrinking. i don't dr"
861,"The fabric is thin, though. you better wash it in a bag or the washing machine will tear it up!"
861,Great soft tee. got the blue and really love the color.
861,These shirts are perfect for a casual day. basically t.la shirts are my daily go to. i usually wear a small but i buy these in medium because i like the looser fit. a little pricey so after buying 1 at full price i waited until they were on sale to buy more.
861,"I do love this shirt as i am a yogi and love to wear things like this. it was a little boxy and big, but don't care because the style of it is so cute."
861,Love the cute print and texture of fabric. perfect casual t-shirt.
861,"I am an avid yoga fan so when i saw this tee i had to have it. i am usually a m/size 10 but as this tee is fairly sheer, i did better exchanging for a large. the fabric is so soft and it is very comfortable. a must have for yogis!"
861,This print is so cool! the shirt is just a little loose so order your usual size and it will fit perfectly.
861,"The design is so cute (people in different yoga poses, small and subtle prints) and a must for a yogini. i love the colors, it's colorful but not too bright and it's beautiful against the white background. i ordered xs (i'm 34b, 26 waist, 36 hips) and it fit perfectly (it has a fitted look but not tight because it has some stretch from the soft cotton material). i like the fact that there's no stretchy spandex feel, just pure soft cotton feel. it's great for gals who are conscious about the arms"
861,I think this t-shirt is so cute. simple but cute. i originally ordered this in medium. i washed and wore it once but realized it was really too big. my normal size is small so i reordered it. it is slightly shear for my taste so i do wear a cami underneath. i plan to wear this to my 2 year old's gymnastics class. it is little yoga people but close enough! i normally hang dry all my clothes from retailer as they can be quite delicate but the first one i washed did wash well.
861,
861,"I got this in black and it's a great basic t-shirt- the v-neck is just right in depth, and the material is very soft and lightweight. the fit is good. the back is long, which can be good or not-so-good depending on how you want to wear it. i really like the la t shirts because the material has a nice soft drape and they seem to fit exceptionally well."
861,I ordered this online. it's fine. i am usually a small in tops and it fits true to the size. good material. no complaints. looks good layered.
861,"I really like this top.  for reference, i am usually an xs or s in retailer tops since many of them run large, however, in this top i ordered a size m and it fit nicely.  in any brand other than retailer, my usual size is m as i am 36d bust, 132 lbs., 5""5."
861,Really liked the fan pattern and the cut was cute and flattering.  but the material is thin and all the edges are not finished and look frayed making the shirt look and feel cheap.  would have kept if thicker material and the edges were finished.  not worth full price
861,"I took a chance on this one with free shipping and figured i had nothing to lose. i love it! the bottom hem is slightly flared, but does not look like a maternity tee. i'm going to wear this with a fun scarf, skinnies and colorful flats! this tee is a must!"
861,"This is really my favorite top! i wear it all the time, like every day. it's so soft, a beautiful rich color (blue), has nice detailing, and so flattering on a hot momma like me who still has a little tummy from my three lovely children. snuck it in to my dressy office on a friday as well - with a conservative skirt and high heels. only downside is the lack of other nice colors. the stripe isn't cutting it. got my regular xs and it fits perfectly."
861,"Not up to retailer standards! fabric quite thin(you could see nude-color bra through the white one) and thin fabric, wide bottom hung sloppy; no way i would feel ""well dressed"" in this top. i returned it."
861,"I am not in love with this top and will be returning it. from the front it looks like a basic tee (which i expected) but the back ""x"" is too loose and slumps to the side so that it doesn't look like an ""x"" as the picture shows. so basically the focal point of the tee falls short."
861,"The white is completely sheer. i am so tired of see through shirts!! even at the sale on top of sale prices, i wouldn't recommend this shirt. if the fabric weren't sheer it would be a very comfy shirt with a cute back. but it just looks silly with a tank top under it, the cotton just doesn't lay right."
861,I bought this top in black and love it! the crossed straps in the back give it a stylish twist. i also tried it in white and found it to be a little see thru.
861,"I was hoping not to like this tee so that i can be $48 richer (lol). it's very cute. i would say runs true, but more on the smaller side. i usually wear xs and it's a good cut for me. it's not boxy at all. i love the strap detail on this tee. i hope the quality will hold up. for reference i am 5'3 and 123lbs (2/4)."
861,"I bought this shirt in white and am happy with the fact that it's not too sheer. the back detail is great. my only complaint is that it is too long. i got the small and it fits nicely in the arms and top, but it is much longer on me than on the model. i'm 5'5"" tall. it doesn't look great when i do a half tuck, but it looks fine if i tuck it all the way in. maybe an xs would have been a better fit."
861,"I ordered this shirt in both white and coral. i absolutely love the design and coral color. the white was a bit see through, so i returned it. it would be cute with a cami under, but i just wanted something that did not require an extra layer. overall, it is a flattering fit and i love the detail on the back."
861,"This shirt is incredibly soft! i was drawn to the style based on the feel of the material and the cute tie up detailing in the back. definitely size down. the sleeves were a little snug, but sizing down will help with the length and the bust. my only problem with this shirt is that if you bend over, anyone can see down your top. so be aware! otherwise, the top is great and perfect for summer."
861,"As far as t-shirts go, this one is fun, i love the lace up detail in the back. the xs regular fit nicely (115 lbs, 30dd), the shirt flares out (swing), so it can be a little much on the smaller gals, but it was ok enough on me that the stylist decided to try it on too. the orange color was pretty, but i decided to pass as i have a lot of orange tops... and that is the color that was most flattering on my skin. amterial is on the thinner side and a little tiny sheer, must be the trend..."
861,"This tee was meant to be loose and swishy, but as it runs large, sizing down means the sides come up really high, as they curve a good 3-4"" higher up. so your waistband is exposed, and it just doesn't look nice:( returned an xs and small."
861,"I ordered this top in white along with the meadow rue lace sleeve top. while they are the same price, they aren't even close in quality. this top is one of the sheerest tops that i have seen. the trim, pocket and the lace-up tie are made from sheer type material that was twisted and didn't lay right, and the tag sewn inside, was sewn with red thread and showed through, very visible. i don' t think it would hold up after many washes. i returned this one and ordered another color in the lace sleev"
861,"I purchased this tee last week in white and love it! as soon as i saw that it was on sale i ran to get a price adjustment and to pick up a few more colors! i had every intention to grab up the blue today however i tried on four larges and all were cut way shorter than the other colors. i ended up purchasing the red which fits exactly as my white one does. perfect light weight, easy, but adorable tee for summer!"
861,"It's thin, very. but i were a cute scrappy athletic type bra underneath and it's so cute!
it's a stink top, i pick a spot to tuck in around the from and let the rest flow.
aside from being a swing top, it runs large. i have 2 in xs and i'm a 34dd and i still have room.
i have it in faded red/pink and white and am buying blue too, love it!"
861,"I absolutely love this top. it can be worn with shorts or jeans, dressed up or down. it fits perfectly, i am broad on top so i ordered a large. i bought it in white..i wish they had more colors. love it."
861,I bought this top in every color. the fit is so flattering and just flows so nicely - not too big. love!
861,
861,"I ordered this in the blue, it's a beautiful shade of blue. love the lace up detail in the back, but the size small was just short and very wide. i understand it is a swing top, but this was not flattering on me. i'm short waisted, 34-d, 5'3, 125 lbs.  i'm sure it would be cute on a very thin person."
861,"Super flattering, a great length for me (5'9"") but very sheer."
861,"While shopping with my daughters, i bought this tee in white. i immediately felt guilty for spending too much on a white tee that was thin and see-through enough that i'd need to wear something underneath. i returned the white, but then retailer had a sale weekend, so i ordered the blue with a discount, so less guilt and the color is beautiful. i don't need to worry about wearing anything underneath - the fabric is very thin and super soft and feels so nice."
861,"I adore a well made and well fit tshirt. t.la always delivers! this one is no exception. fun, swingy and light. the tie on back is a fun little addition and the length is perfect. i'm 5'9 and always prefer longer tops. the swing in this one gives it a great length. love the colors but decided to stick with basic white. i'd love this in black too! highly recommend!"
861,"Great summer shirt, loose and casual. it's pretty flowy and not form-fitted at all. i almost always wear a petite xs in retailer, and that is what i got (i'm 5'4 and 125 pounds). fits great- loose and swingy, but is big (i like this). retailer, please get/restock petites for the pink color!"
861,Love this top...bought in 2 colors...white and the orange. fun change to regular t-shirts....sized down because its flowy.
861,"I was thrilled when this shirt arrived.  it is as cute in person as in the catalog.  it's soft, it fit perfect, and it looks great with shorts and pants.  it will be my ""go to"" shirt this summer."
861,I would describe as an upgraded t-shirt. a perfect flowy top that you can dress up or down. comfortable and soft material.
861,Super cute t-shirt keep in mind to is fairly long
